task_id,type,plate_id,crane_id,start_seconds,finish_seconds
R_L1_P007274_P004604_1389,relocate,P004604,C1,106917.0,106983.0
OUT_L1_P007274_220,outbound,P007274,C1,106983.0,107049.0
R_L1_P004323_P006063_1390,relocate,P006063,C1,107049.0,107115.0
R_L1_P004323_P007274_1391,relocate,P007274,C1,107115.0,107181.0
OUT_L1_P004323_221,outbound,P004323,C1,107181.0,107247.0
R_L1_P007655_P008061_1392,relocate,P008061,C1,107247.0,107313.0
R_L1_P007655_P004253_1393,relocate,P004253,C1,107313.0,107379.0
R_L1_P007655_P000739_1394,relocate,P000739,C1,107379.0,107445.0
R_L1_P007655_P000299_1395,relocate,P000299,C1,107445.0,107511.0
R_L1_P007655_P003464_1396,relocate,P003464,C1,107511.0,107577.0
R_L1_P007655_P004725_1397,relocate,P004725,C1,107577.0,107643.0
R_L1_P007655_P004636_1398,relocate,P004636,C1,107643.0,107709.0
OUT_L1_P007655_222,outbound,P007655,C1,107709.0,107775.0
OUT_L1_P002361_223,outbound,P002361,C1,107820.0,107886.0
R_L1_P000161_P000420_1399,relocate,P000420,C1,107886.0,107952.0
R_L1_P000161_P004667_1400,relocate,P004667,C1,107952.0,108018.0
R_L1_P000161_P003067_1401,relocate,P003067,C1,108018.0,108084.0
R_L1_P000161_P004373_1402,relocate,P004373,C1,108084.0,108150.0
R_L1_P000161_P007988_1403,relocate,P007988,C1,108150.0,108216.0
R_L1_P000161_P006394_1404,relocate,P006394,C1,108216.0,108282.0
R_L1_P000161_P006315_1405,relocate,P006315,C1,108282.0,108348.0
R_L1_P000161_P006620_1406,relocate,P006620,C1,108348.0,108414.0
R_L1_P000161_P000615_1407,relocate,P000615,C1,108414.0,108480.0
R_L1_P000161_P002195_1408,relocate,P002195,C1,108480.0,108546.0
R_L1_P000161_P001411_1409,relocate,P001411,C1,108546.0,108612.0
OUT_L1_P000161_224,outbound,P000161,C1,108612.0,108678.0
R_L1_P005765_P003950_1410,relocate,P003950,C1,108678.0,108744.0
R_L1_P005765_P000805_1411,relocate,P000805,C1,108744.0,108810.0
R_L1_P005765_P006750_1412,relocate,P006750,C1,108810.0,108876.0
R_L1_P005765_P008081_1413,relocate,P008081,C1,108876.0,108942.0
R_L1_P005765_P009899_1414,relocate,P009899,C1,108942.0,109008.0
R_L1_P005765_P005235_1415,relocate,P005235,C1,109008.0,109074.0
R_L1_P005765_P001699_1416,relocate,P001699,C1,109074.0,109140.0
R_L1_P005765_P001509_1417,relocate,P001509,C1,109140.0,109206.0
R_L1_P005765_P002148_1418,relocate,P002148,C1,109206.0,109272.0
R_L1_P005765_P006491_1419,relocate,P006491,C1,109272.0,109338.0
R_L1_P005765_P007183_1420,relocate,P007183,C1,109338.0,109404.0
R_L1_P005765_P003666_1421,relocate,P003666,C1,109404.0,109470.0
OUT_L1_P005765_225,outbound,P005765,C1,109470.0,109536.0
R_L1_P008953_P006596_1422,relocate,P006596,C1,109536.0,109602.0
OUT_L1_P008953_226,outbound,P008953,C1,109602.0,109668.0
R_L1_P003008_P000253_1423,relocate,P000253,C1,109668.0,109734.0
R_L1_P003008_P008261_1424,relocate,P008261,C1,109734.0,109800.0
R_L1_P003008_P008486_1425,relocate,P008486,C1,109800.0,109866.0
R_L1_P003008_P005765_1426,relocate,P005765,C1,109866.0,109932.0
OUT_L1_P003008_227,outbound,P003008,C1,109932.0,109998.0
R_L1_P001909_P004461_1427,relocate,P004461,C1,109998.0,110064.0
R_L1_P001909_P005649_1428,relocate,P005649,C1,110064.0,110130.0
R_L1_P001909_P004442_1429,relocate,P004442,C1,110130.0,110196.0
R_L1_P001909_P008078_1430,relocate,P008078,C1,110196.0,110262.0
R_L1_P001909_P003812_1431,relocate,P003812,C1,110262.0,110328.0
OUT_L1_P001909_228,outbound,P001909,C1,110328.0,110394.0
R_L1_P009896_P004173_1432,relocate,P004173,C1,110394.0,110460.0
R_L1_P009896_P005664_1433,relocate,P005664,C1,110460.0,110526.0
OUT_L1_P009896_229,outbound,P009896,C1,110526.0,110592.0
R_L1_P002416_P006844_1434,relocate,P006844,C1,110592.0,110658.0
R_L1_P002416_P003115_1435,relocate,P003115,C1,110658.0,110724.0
R_L1_P002416_P004428_1436,relocate,P004428,C1,110724.0,110790.0
R_L1_P002416_P004383_1437,relocate,P004383,C1,110790.0,110856.0
R_L1_P002416_P004739_1438,relocate,P004739,C1,110856.0,110922.0
R_L1_P002416_P008844_1439,relocate,P008844,C1,110922.0,110988.0
R_L1_P002416_P008647_1440,relocate,P008647,C1,110988.0,111054.0
OUT_L1_P002416_230,outbound,P002416,C1,111054.0,111120.0
R_L1_P005516_P003328_1441,relocate,P003328,C1,111120.0,111186.0
R_L1_P005516_P002890_1442,relocate,P002890,C1,111186.0,111252.0
R_L1_P005516_P005557_1443,relocate,P005557,C1,111252.0,111318.0
R_L1_P005516_P005697_1444,relocate,P005697,C1,111318.0,111384.0
R_L1_P005516_P008904_1445,relocate,P008904,C1,111384.0,111450.0
R_L1_P005516_P005918_1446,relocate,P005918,C1,111450.0,111516.0
R_L1_P005516_P008217_1447,relocate,P008217,C1,111516.0,111582.0
R_L1_P005516_P000974_1448,relocate,P000974,C1,111582.0,111648.0
R_L1_P005516_P007441_1449,relocate,P007441,C1,111648.0,111714.0
R_L1_P005516_P006546_1450,relocate,P006546,C1,111714.0,111780.0
R_L1_P005516_P000716_1451,relocate,P000716,C1,111780.0,111846.0
OUT_L1_P005516_231,outbound,P005516,C1,111846.0,111912.0
R_L1_P006996_P008579_1452,relocate,P008579,C1,111912.0,111978.0
R_L1_P006996_P002689_1453,relocate,P002689,C1,111978.0,112044.0
OUT_L1_P006996_232,outbound,P006996,C1,112044.0,112110.0
R_L1_P007686_P000859_1454,relocate,P000859,C1,112110.0,112176.0
R_L1_P007686_P005781_1455,relocate,P005781,C1,112176.0,112242.0
R_L1_P007686_P004608_1456,relocate,P004608,C1,112242.0,112308.0
R_L1_P007686_P003240_1457,relocate,P003240,C1,112308.0,112374.0
R_L1_P007686_P004206_1458,relocate,P004206,C1,112374.0,112440.0
OUT_L1_P007686_233,outbound,P007686,C1,112440.0,112506.0
OUT_L1_P006705_234,outbound,P006705,C1,112551.0,112617.0
OUT_L1_P000237_235,outbound,P000237,C1,112662.0,112728.0
R_L1_P007719_P001968_1459,relocate,P001968,C1,112728.0,112794.0
R_L1_P007719_P002455_1460,relocate,P002455,C1,112794.0,112860.0
R_L1_P007719_P008279_1461,relocate,P008279,C1,112860.0,112926.0
R_L1_P007719_P005591_1462,relocate,P005591,C1,112926.0,112992.0
R_L1_P007719_P001731_1463,relocate,P001731,C1,112992.0,113058.0
R_L1_P007719_P001136_1464,relocate,P001136,C1,113058.0,113124.0
R_L1_P007719_P002766_1465,relocate,P002766,C1,113124.0,113190.0
R_L1_P007719_P009318_1466,relocate,P009318,C1,113190.0,113256.0
R_L1_P007719_P006622_1467,relocate,P006622,C1,113256.0,113322.0
R_L1_P007719_P002377_1468,relocate,P002377,C1,113322.0,113388.0
R_L1_P007719_P007446_1469,relocate,P007446,C1,113388.0,113454.0
R_L1_P007719_P001247_1470,relocate,P001247,C1,113454.0,113520.0
R_L1_P007719_P009655_1471,relocate,P009655,C1,113520.0,113586.0
R_L1_P007719_P008546_1472,relocate,P008546,C1,113586.0,113652.0
OUT_L1_P007719_236,outbound,P007719,C1,113652.0,113718.0
R_L1_P003720_P006854_1473,relocate,P006854,C1,113718.0,113784.0
R_L1_P003720_P003056_1474,relocate,P003056,C1,113784.0,113850.0
R_L1_P003720_P001363_1475,relocate,P001363,C1,113850.0,113916.0
R_L1_P003720_P001209_1476,relocate,P001209,C1,113916.0,113982.0
R_L1_P003720_P008925_1477,relocate,P008925,C1,113982.0,114048.0
R_L1_P003720_P003002_1478,relocate,P003002,C1,114048.0,114114.0
R_L1_P003720_P009279_1479,relocate,P009279,C1,114114.0,114180.0
R_L1_P003720_P001837_1480,relocate,P001837,C1,114180.0,114246.0
R_L1_P003720_P006445_1481,relocate,P006445,C1,114246.0,114312.0
R_L1_P003720_P002388_1482,relocate,P002388,C1,114312.0,114378.0
R_L1_P003720_P007800_1483,relocate,P007800,C1,114378.0,114444.0
R_L1_P003720_P006639_1484,relocate,P006639,C1,114444.0,114510.0
R_L1_P003720_P009464_1485,relocate,P009464,C1,114510.0,114576.0
OUT_L1_P003720_237,outbound,P003720,C1,114576.0,114642.0
R_L1_P009901_P005693_1486,relocate,P005693,C1,114642.0,114708.0
R_L1_P009901_P005999_1487,relocate,P005999,C1,114708.0,114774.0
R_L1_P009901_P003720_1488,relocate,P003720,C1,114774.0,114840.0
OUT_L1_P009901_238,outbound,P009901,C1,114840.0,114906.0
OUT_L1_P009816_239,outbound,P009816,C1,114951.0,115017.0
OUT_L1_P005977_240,outbound,P005977,C1,115062.0,115128.0
OUT_L1_P001997_241,outbound,P001997,C1,115173.0,115239.0
R_L1_P000284_P002236_1489,relocate,P002236,C1,115239.0,115305.0
R_L1_P000284_P004414_1490,relocate,P004414,C1,115305.0,115371.0
R_L1_P000284_P008940_1491,relocate,P008940,C1,115371.0,115437.0
R_L1_P000284_P006563_1492,relocate,P006563,C1,115437.0,115503.0
R_L1_P000284_P006696_1493,relocate,P006696,C1,115503.0,115569.0
R_L1_P000284_P008576_1494,relocate,P008576,C1,115569.0,115635.0
OUT_L1_P000284_242,outbound,P000284,C1,115635.0,115701.0
OUT_L1_P008598_243,outbound,P008598,C1,115746.0,115812.0
R_L1_P000402_P001917_1495,relocate,P001917,C1,115812.0,115878.0
R_L1_P000402_P001267_1496,relocate,P001267,C1,115878.0,115944.0
R_L1_P000402_P000099_1497,relocate,P000099,C1,115944.0,116010.0
R_L1_P000402_P008180_1498,relocate,P008180,C1,116010.0,116076.0
R_L1_P000402_P003004_1499,relocate,P003004,C1,116076.0,116142.0
R_L1_P000402_P000201_1500,relocate,P000201,C1,116142.0,116208.0
R_L1_P000402_P007526_1501,relocate,P007526,C1,116208.0,116274.0
R_L1_P000402_P000270_1502,relocate,P000270,C1,116274.0,116340.0
R_L1_P000402_P005946_1503,relocate,P005946,C1,116340.0,116406.0
R_L1_P000402_P007413_1504,relocate,P007413,C1,116406.0,116472.0
R_L1_P000402_P002421_1505,relocate,P002421,C1,116472.0,116538.0
OUT_L1_P000402_244,outbound,P000402,C1,116538.0,116604.0
R_L1_P008175_P004574_1506,relocate,P004574,C1,116604.0,116670.0
R_L1_P008175_P007261_1507,relocate,P007261,C1,116670.0,116736.0
R_L1_P008175_P008995_1508,relocate,P008995,C1,116736.0,116802.0
R_L1_P008175_P000988_1509,relocate,P000988,C1,116802.0,116868.0
R_L1_P008175_P007713_1510,relocate,P007713,C1,116868.0,116934.0
R_L1_P008175_P006543_1511,relocate,P006543,C1,116934.0,117000.0
R_L1_P008175_P006986_1512,relocate,P006986,C1,117000.0,117066.0
R_L1_P008175_P005386_1513,relocate,P005386,C1,117066.0,117132.0
R_L1_P008175_P005796_1514,relocate,P005796,C1,117132.0,117198.0
R_L1_P008175_P007677_1515,relocate,P007677,C1,117198.0,117264.0
R_L1_P008175_P000003_1516,relocate,P000003,C1,117264.0,117330.0
R_L1_P008175_P004595_1517,relocate,P004595,C1,117330.0,117396.0
R_L1_P008175_P002429_1518,relocate,P002429,C1,117396.0,117462.0
R_L1_P008175_P003787_1519,relocate,P003787,C1,117462.0,117528.0
OUT_L1_P008175_245,outbound,P008175,C1,117528.0,117594.0
R_L1_P005968_P006277_1520,relocate,P006277,C1,117594.0,117660.0
R_L1_P005968_P005990_1521,relocate,P005990,C1,117660.0,117726.0
R_L1_P005968_P004146_1522,relocate,P004146,C1,117726.0,117792.0
R_L1_P005968_P007242_1523,relocate,P007242,C1,117792.0,117858.0
R_L1_P005968_P008367_1524,relocate,P008367,C1,117858.0,117924.0
R_L1_P005968_P000926_1525,relocate,P000926,C1,117924.0,117990.0
R_L1_P005968_P003734_1526,relocate,P003734,C1,117990.0,118056.0
OUT_L1_P005968_246,outbound,P005968,C1,118056.0,118122.0
OUT_L1_P002242_247,outbound,P002242,C1,118167.0,118233.0
OUT_L1_P008936_248,outbound,P008936,C1,118278.0,118344.0
R_L1_P006679_P002557_1527,relocate,P002557,C1,118344.0,118410.0
R_L1_P006679_P004592_1528,relocate,P004592,C1,118410.0,118476.0
R_L1_P006679_P000466_1529,relocate,P000466,C1,118476.0,118542.0
R_L1_P006679_P004167_1530,relocate,P004167,C1,118542.0,118608.0
OUT_L1_P006679_249,outbound,P006679,C1,118608.0,118674.0
OUT_L1_P001108_250,outbound,P001108,C1,118719.0,118785.0
OUT_L1_P004812_251,outbound,P004812,C1,118830.0,118896.0
R_L1_P004871_P005408_1531,relocate,P005408,C1,118896.0,118962.0
R_L1_P004871_P008615_1532,relocate,P008615,C1,118962.0,119028.0
R_L1_P004871_P006744_1533,relocate,P006744,C1,119028.0,119094.0
R_L1_P004871_P000794_1534,relocate,P000794,C1,119094.0,119160.0
R_L1_P004871_P001998_1535,relocate,P001998,C1,119160.0,119226.0
R_L1_P004871_P005705_1536,relocate,P005705,C1,119226.0,119292.0
R_L1_P004871_P003795_1537,relocate,P003795,C1,119292.0,119358.0
R_L1_P004871_P006260_1538,relocate,P006260,C1,119358.0,119424.0
R_L1_P004871_P000406_1539,relocate,P000406,C1,119424.0,119490.0
R_L1_P004871_P001575_1540,relocate,P001575,C1,119490.0,119556.0
R_L1_P004871_P000447_1541,relocate,P000447,C1,119556.0,119622.0
OUT_L1_P004871_252,outbound,P004871,C1,119622.0,119688.0
R_L1_P000463_P004529_1542,relocate,P004529,C1,119688.0,119754.0
R_L1_P000463_P006532_1543,relocate,P006532,C1,119754.0,119820.0
R_L1_P000463_P006937_1544,relocate,P006937,C1,119820.0,119886.0
R_L1_P000463_P006097_1545,relocate,P006097,C1,119886.0,119952.0
R_L1_P000463_P009172_1546,relocate,P009172,C1,119952.0,120018.0
R_L1_P000463_P001009_1547,relocate,P001009,C1,120018.0,120084.0
R_L1_P000463_P004680_1548,relocate,P004680,C1,120084.0,120150.0
R_L1_P000463_P003759_1549,relocate,P003759,C1,120150.0,120216.0
R_L1_P000463_P001368_1550,relocate,P001368,C1,120216.0,120282.0
R_L1_P000463_P007950_1551,relocate,P007950,C1,120282.0,120348.0
R_L1_P000463_P002911_1552,relocate,P002911,C1,120348.0,120414.0
R_L1_P000463_P004351_1553,relocate,P004351,C1,120414.0,120480.0
R_L1_P000463_P003193_1554,relocate,P003193,C1,120480.0,120546.0
R_L1_P000463_P001061_1555,relocate,P001061,C1,120546.0,120612.0
R_L1_P000463_P006996_1556,relocate,P006996,C1,120612.0,120678.0
OUT_L1_P000463_253,outbound,P000463,C1,120678.0,120744.0
R_L1_P000717_P006019_1557,relocate,P006019,C1,120744.0,120810.0
OUT_L1_P000717_254,outbound,P000717,C1,120810.0,120876.0
R_L1_P000766_P004666_1558,relocate,P004666,C1,120876.0,120942.0
R_L1_P000766_P002857_1559,relocate,P002857,C1,120942.0,121008.0
R_L1_P000766_P003154_1560,relocate,P003154,C1,121008.0,121074.0
R_L1_P000766_P003504_1561,relocate,P003504,C1,121074.0,121140.0
R_L1_P000766_P009176_1562,relocate,P009176,C1,121140.0,121206.0
R_L1_P000766_P005273_1563,relocate,P005273,C1,121206.0,121272.0
R_L1_P000766_P000987_1564,relocate,P000987,C1,121272.0,121338.0
R_L1_P000766_P000483_1565,relocate,P000483,C1,121338.0,121404.0
R_L1_P000766_P000962_1566,relocate,P000962,C1,121404.0,121470.0
R_L1_P000766_P004513_1567,relocate,P004513,C1,121470.0,121536.0
R_L1_P000766_P000416_1568,relocate,P000416,C1,121536.0,121602.0
R_L1_P000766_P004447_1569,relocate,P004447,C1,121602.0,121668.0
R_L1_P000766_P007709_1570,relocate,P007709,C1,121668.0,121734.0
R_L1_P000766_P000070_1571,relocate,P000070,C1,121734.0,121800.0
R_L1_P000766_P001073_1572,relocate,P001073,C1,121800.0,121866.0
OUT_L1_P000766_255,outbound,P000766,C1,121866.0,121932.0
R_L1_P000782_P009989_1573,relocate,P009989,C1,121932.0,121998.0
R_L1_P000782_P000989_1574,relocate,P000989,C1,121998.0,122064.0
R_L1_P000782_P008761_1575,relocate,P008761,C1,122064.0,122130.0
R_L1_P000782_P001923_1576,relocate,P001923,C1,122130.0,122196.0
R_L1_P000782_P009797_1577,relocate,P009797,C1,122196.0,122262.0
R_L1_P000782_P001227_1578,relocate,P001227,C1,122262.0,122328.0
R_L1_P000782_P008093_1579,relocate,P008093,C1,122328.0,122394.0
R_L1_P000782_P004187_1580,relocate,P004187,C1,122394.0,122460.0
R_L1_P000782_P005479_1581,relocate,P005479,C1,122460.0,122526.0
R_L1_P000782_P000151_1582,relocate,P000151,C1,122526.0,122592.0
R_L1_P000782_P006776_1583,relocate,P006776,C1,122592.0,122658.0
R_L1_P000782_P002693_1584,relocate,P002693,C1,122658.0,122724.0
R_L1_P000782_P008858_1585,relocate,P008858,C1,122724.0,122790.0
R_L1_P000782_P006505_1586,relocate,P006505,C1,122790.0,122856.0
R_L1_P000782_P005616_1587,relocate,P005616,C1,122856.0,122922.0
OUT_L1_P000782_256,outbound,P000782,C1,122922.0,122988.0
R_L1_P009463_P000023_1588,relocate,P000023,C1,122988.0,123054.0
R_L1_P009463_P005960_1589,relocate,P005960,C1,123054.0,123120.0
R_L1_P009463_P006070_1590,relocate,P006070,C1,123120.0,123186.0
R_L1_P009463_P008779_1591,relocate,P008779,C1,123186.0,123252.0
R_L1_P009463_P000402_1592,relocate,P000402,C1,123252.0,123318.0
OUT_L1_P009463_257,outbound,P009463,C1,123318.0,123384.0
R_L1_P009442_P005197_1593,relocate,P005197,C1,123384.0,123450.0
R_L1_P009442_P002985_1594,relocate,P002985,C1,123450.0,123516.0
R_L1_P009442_P005629_1595,relocate,P005629,C1,123516.0,123582.0
R_L1_P009442_P006422_1596,relocate,P006422,C1,123582.0,123648.0
R_L1_P009442_P008243_1597,relocate,P008243,C1,123648.0,123714.0
R_L1_P009442_P004344_1598,relocate,P004344,C1,123714.0,123780.0
R_L1_P009442_P007547_1599,relocate,P007547,C1,123780.0,123846.0
OUT_L1_P009442_258,outbound,P009442,C1,123846.0,123912.0
R_L1_P002489_P009761_1600,relocate,P009761,C1,123912.0,123978.0
R_L1_P002489_P007395_1601,relocate,P007395,C1,123978.0,124044.0
R_L1_P002489_P001801_1602,relocate,P001801,C1,124044.0,124110.0
R_L1_P002489_P001091_1603,relocate,P001091,C1,124110.0,124176.0
R_L1_P002489_P003242_1604,relocate,P003242,C1,124176.0,124242.0
R_L1_P002489_P005991_1605,relocate,P005991,C1,124242.0,124308.0
R_L1_P002489_P004440_1606,relocate,P004440,C1,124308.0,124374.0
R_L1_P002489_P009377_1607,relocate,P009377,C1,124374.0,124440.0
R_L1_P002489_P000078_1608,relocate,P000078,C1,124440.0,124506.0
R_L1_P002489_P008045_1609,relocate,P008045,C1,124506.0,124572.0
R_L1_P002489_P006077_1610,relocate,P006077,C1,124572.0,124638.0
R_L1_P002489_P001166_1611,relocate,P001166,C1,124638.0,124704.0
R_L1_P002489_P004791_1612,relocate,P004791,C1,124704.0,124770.0
R_L1_P002489_P001816_1613,relocate,P001816,C1,124770.0,124836.0
R_L1_P002489_P006510_1614,relocate,P006510,C1,124836.0,124902.0
OUT_L1_P002489_259,outbound,P002489,C1,124902.0,124968.0
R_L1_P008828_P002389_1615,relocate,P002389,C1,124968.0,125034.0
OUT_L1_P008828_260,outbound,P008828,C1,125034.0,125100.0
R_L1_P003121_P003946_1616,relocate,P003946,C1,125100.0,125166.0
R_L1_P003121_P003336_1617,relocate,P003336,C1,125166.0,125232.0
R_L1_P003121_P001041_1618,relocate,P001041,C1,125232.0,125298.0
R_L1_P003121_P006449_1619,relocate,P006449,C1,125298.0,125364.0
R_L1_P003121_P006746_1620,relocate,P006746,C1,125364.0,125430.0
R_L1_P003121_P001455_1621,relocate,P001455,C1,125430.0,125496.0
R_L1_P003121_P002331_1622,relocate,P002331,C1,125496.0,125562.0
R_L1_P003121_P003709_1623,relocate,P003709,C1,125562.0,125628.0
R_L1_P003121_P006748_1624,relocate,P006748,C1,125628.0,125694.0
R_L1_P003121_P009554_1625,relocate,P009554,C1,125694.0,125760.0
R_L1_P003121_P009495_1626,relocate,P009495,C1,125760.0,125826.0
R_L1_P003121_P002820_1627,relocate,P002820,C1,125826.0,125892.0
R_L1_P003121_P006555_1628,relocate,P006555,C1,125892.0,125958.0
R_L1_P003121_P000566_1629,relocate,P000566,C1,125958.0,126024.0
R_L1_P003121_P006857_1630,relocate,P006857,C1,126024.0,126090.0
OUT_L1_P003121_261,outbound,P003121,C1,126090.0,126156.0
R_L1_P007648_P004648_1631,relocate,P004648,C1,126156.0,126222.0
R_L1_P007648_P001600_1632,relocate,P001600,C1,126222.0,126288.0
R_L1_P007648_P002996_1633,relocate,P002996,C1,126288.0,126354.0
R_L1_P007648_P009238_1634,relocate,P009238,C1,126354.0,126420.0
R_L1_P007648_P003185_1635,relocate,P003185,C1,126420.0,126486.0
R_L1_P007648_P006684_1636,relocate,P006684,C1,126486.0,126552.0
R_L1_P007648_P000806_1637,relocate,P000806,C1,126552.0,126618.0
R_L1_P007648_P009094_1638,relocate,P009094,C1,126618.0,126684.0
R_L1_P007648_P002396_1639,relocate,P002396,C1,126684.0,126750.0
OUT_L1_P007648_262,outbound,P007648,C1,126750.0,126816.0
OUT_L1_P003281_263,outbound,P003281,C1,126861.0,126927.0
R_L1_P008849_P001442_1640,relocate,P001442,C1,126927.0,126993.0
R_L1_P008849_P005407_1641,relocate,P005407,C1,126993.0,127059.0
R_L1_P008849_P005708_1642,relocate,P005708,C1,127059.0,127125.0
R_L1_P008849_P009882_1643,relocate,P009882,C1,127125.0,127191.0
R_L1_P008849_P000030_1644,relocate,P000030,C1,127191.0,127257.0
R_L1_P008849_P002730_1645,relocate,P002730,C1,127257.0,127323.0
R_L1_P008849_P002575_1646,relocate,P002575,C1,127323.0,127389.0
R_L1_P008849_P003180_1647,relocate,P003180,C1,127389.0,127455.0
OUT_L1_P008849_264,outbound,P008849,C1,127455.0,127521.0
OUT_L1_P009829_265,outbound,P009829,C1,127566.0,127632.0
R_L1_P008468_P004487_1648,relocate,P004487,C1,127632.0,127698.0
R_L1_P008468_P007063_1649,relocate,P007063,C1,127698.0,127764.0
R_L1_P008468_P007040_1650,relocate,P007040,C1,127764.0,127830.0
R_L1_P008468_P002927_1651,relocate,P002927,C1,127830.0,127896.0
R_L1_P008468_P009186_1652,relocate,P009186,C1,127896.0,127962.0
R_L1_P008468_P003594_1653,relocate,P003594,C1,127962.0,128028.0
R_L1_P008468_P006700_1654,relocate,P006700,C1,128028.0,128094.0
R_L1_P008468_P006602_1655,relocate,P006602,C1,128094.0,128160.0
R_L1_P008468_P002661_1656,relocate,P002661,C1,128160.0,128226.0
R_L1_P008468_P003902_1657,relocate,P003902,C1,128226.0,128292.0
R_L1_P008468_P002185_1658,relocate,P002185,C1,128292.0,128358.0
R_L1_P008468_P008609_1659,relocate,P008609,C1,128358.0,128424.0
OUT_L1_P008468_266,outbound,P008468,C1,128424.0,128490.0
R_L1_P003186_P005826_1660,relocate,P005826,C1,128490.0,128556.0
R_L1_P003186_P000838_1661,relocate,P000838,C1,128556.0,128622.0
R_L1_P003186_P007113_1662,relocate,P007113,C1,128622.0,128688.0
R_L1_P003186_P004226_1663,relocate,P004226,C1,128688.0,128754.0
R_L1_P003186_P004789_1664,relocate,P004789,C1,128754.0,128820.0
R_L1_P003186_P005552_1665,relocate,P005552,C1,128820.0,128886.0
R_L1_P003186_P005179_1666,relocate,P005179,C1,128886.0,128952.0
R_L1_P003186_P009931_1667,relocate,P009931,C1,128952.0,129018.0
R_L1_P003186_P006952_1668,relocate,P006952,C1,129018.0,129084.0
R_L1_P003186_P007700_1669,relocate,P007700,C1,129084.0,129150.0
R_L1_P003186_P002198_1670,relocate,P002198,C1,129150.0,129216.0
R_L1_P003186_P008952_1671,relocate,P008952,C1,129216.0,129282.0
R_L1_P003186_P005402_1672,relocate,P005402,C1,129282.0,129348.0
R_L1_P003186_P000031_1673,relocate,P000031,C1,129348.0,129414.0
R_L1_P003186_P005274_1674,relocate,P005274,C1,129414.0,129480.0
OUT_L1_P003186_267,outbound,P003186,C1,129480.0,129546.0
R_L1_P000275_P000139_1675,relocate,P000139,C1,129546.0,129612.0
R_L1_P000275_P009206_1676,relocate,P009206,C1,129612.0,129678.0
R_L1_P000275_P002802_1677,relocate,P002802,C1,129678.0,129744.0
R_L1_P000275_P008726_1678,relocate,P008726,C1,129744.0,129810.0
OUT_L1_P000275_268,outbound,P000275,C1,129810.0,129876.0
R_L1_P004823_P007906_1679,relocate,P007906,C1,129876.0,129942.0
R_L1_P004823_P004541_1680,relocate,P004541,C1,129942.0,130008.0
R_L1_P004823_P003398_1681,relocate,P003398,C1,130008.0,130074.0
R_L1_P004823_P003632_1682,relocate,P003632,C1,130074.0,130140.0
R_L1_P004823_P000386_1683,relocate,P000386,C1,130140.0,130206.0
R_L1_P004823_P009451_1684,relocate,P009451,C1,130206.0,130272.0
R_L1_P004823_P000330_1685,relocate,P000330,C1,130272.0,130338.0
R_L1_P004823_P005354_1686,relocate,P005354,C1,130338.0,130404.0
R_L1_P004823_P006257_1687,relocate,P006257,C1,130404.0,130470.0
R_L1_P004823_P007503_1688,relocate,P007503,C1,130470.0,130536.0
R_L1_P004823_P000275_1689,relocate,P000275,C1,130536.0,130602.0
OUT_L1_P004823_269,outbound,P004823,C1,130602.0,130668.0
R_L1_P003475_P003190_1690,relocate,P003190,C1,130668.0,130734.0
R_L1_P003475_P002373_1691,relocate,P002373,C1,130734.0,130800.0
R_L1_P003475_P006614_1692,relocate,P006614,C1,130800.0,130866.0
R_L1_P003475_P007327_1693,relocate,P007327,C1,130866.0,130932.0
R_L1_P003475_P003557_1694,relocate,P003557,C1,130932.0,130998.0
R_L1_P003475_P008807_1695,relocate,P008807,C1,130998.0,131064.0
R_L1_P003475_P003615_1696,relocate,P003615,C1,131064.0,131130.0
OUT_L1_P003475_270,outbound,P003475,C1,131130.0,131196.0
OUT_L1_P007976_271,outbound,P007976,C1,131241.0,131307.0
R_L1_P003466_P001164_1697,relocate,P001164,C1,131307.0,131373.0
R_L1_P003466_P008322_1698,relocate,P008322,C1,131373.0,131439.0
R_L1_P003466_P001799_1699,relocate,P001799,C1,131439.0,131505.0
R_L1_P003466_P000751_1700,relocate,P000751,C1,131505.0,131571.0
R_L1_P003466_P008204_1701,relocate,P008204,C1,131571.0,131637.0
R_L1_P003466_P002222_1702,relocate,P002222,C1,131637.0,131703.0
OUT_L1_P003466_272,outbound,P003466,C1,131703.0,131769.0
R_L1_P001178_P000858_1703,relocate,P000858,C1,131769.0,131835.0
R_L1_P001178_P008109_1704,relocate,P008109,C1,131835.0,131901.0
R_L1_P001178_P003108_1705,relocate,P003108,C1,131901.0,131967.0
R_L1_P001178_P006990_1706,relocate,P006990,C1,131967.0,132033.0
OUT_L1_P001178_273,outbound,P001178,C1,132033.0,132099.0
R_L1_P004204_P001292_1707,relocate,P001292,C1,132099.0,132165.0
R_L1_P004204_P001377_1708,relocate,P001377,C1,132165.0,132231.0
R_L1_P004204_P005917_1709,relocate,P005917,C1,132231.0,132297.0
R_L1_P004204_P009417_1710,relocate,P009417,C1,132297.0,132363.0
R_L1_P004204_P002085_1711,relocate,P002085,C1,132363.0,132429.0
R_L1_P004204_P002428_1712,relocate,P002428,C1,132429.0,132495.0
R_L1_P004204_P002979_1713,relocate,P002979,C1,132495.0,132561.0
R_L1_P004204_P005688_1714,relocate,P005688,C1,132561.0,132627.0
R_L1_P004204_P005309_1715,relocate,P005309,C1,132627.0,132693.0
