task_id,type,plate_id,crane_id,start_seconds,finish_seconds
OUT_L1_P005593_4,outbound,P005593,C1,3564.0,3630.0
R_L1_P009608_P006550_52,relocate,P006550,C1,3630.0,3696.0
R_L1_P009608_P001479_53,relocate,P001479,C1,3696.0,3762.0
R_L1_P009608_P004337_54,relocate,P004337,C1,3762.0,3828.0
R_L1_P009608_P007637_55,relocate,P007637,C1,3828.0,3894.0
R_L1_P009608_P005720_56,relocate,P005720,C1,3894.0,3960.0
R_L1_P009608_P002092_57,relocate,P002092,C1,3960.0,4026.0
R_L1_P009608_P003628_58,relocate,P003628,C1,4026.0,4092.0
R_L1_P009608_P009298_59,relocate,P009298,C1,4092.0,4158.0
R_L1_P009608_P004598_60,relocate,P004598,C1,4158.0,4224.0
R_L1_P009608_P008987_61,relocate,P008987,C1,4224.0,4290.0
R_L1_P009608_P001044_62,relocate,P001044,C1,4290.0,4356.0
R_L1_P009608_P007027_63,relocate,P007027,C1,4356.0,4422.0
R_L1_P009608_P006624_64,relocate,P006624,C1,4422.0,4488.0
R_L1_P009608_P000152_65,relocate,P000152,C1,4488.0,4554.0
R_L1_P009608_P001657_66,relocate,P001657,C1,4554.0,4620.0
R_L1_P009608_P006743_67,relocate,P006743,C1,4620.0,4686.0
R_L1_P009608_P004215_68,relocate,P004215,C1,4686.0,4752.0
R_L1_P009608_P006136_69,relocate,P006136,C1,4752.0,4818.0
R_L1_P009608_P008320_70,relocate,P008320,C1,4818.0,4884.0
OUT_L1_P009608_5,outbound,P009608,C1,4884.0,4950.0
R_L1_P003676_P008770_71,relocate,P008770,C1,4950.0,5016.0
R_L1_P003676_P000133_72,relocate,P000133,C1,5016.0,5082.0
R_L1_P003676_P007306_73,relocate,P007306,C1,5082.0,5148.0
OUT_L1_P003676_6,outbound,P003676,C1,5148.0,5214.0
R_L1_P004033_P000177_74,relocate,P000177,C1,5214.0,5280.0
R_L1_P004033_P002548_75,relocate,P002548,C1,5280.0,5346.0
R_L1_P004033_P004371_76,relocate,P004371,C1,5346.0,5412.0
R_L1_P004033_P000438_77,relocate,P000438,C1,5412.0,5478.0
R_L1_P004033_P006931_78,relocate,P006931,C1,5478.0,5544.0
R_L1_P004033_P001564_79,relocate,P001564,C1,5544.0,5610.0
R_L1_P004033_P002963_80,relocate,P002963,C1,5610.0,5676.0
R_L1_P004033_P005230_81,relocate,P005230,C1,5676.0,5742.0
R_L1_P004033_P007978_82,relocate,P007978,C1,5742.0,5808.0
R_L1_P004033_P007235_83,relocate,P007235,C1,5808.0,5874.0
R_L1_P004033_P002242_84,relocate,P002242,C1,5874.0,5940.0
R_L1_P004033_P003272_85,relocate,P003272,C1,5940.0,6006.0
R_L1_P004033_P007221_86,relocate,P007221,C1,6006.0,6072.0
R_L1_P004033_P007883_87,relocate,P007883,C1,6072.0,6138.0
R_L1_P004033_P001152_88,relocate,P001152,C1,6138.0,6204.0
R_L1_P004033_P008147_89,relocate,P008147,C1,6204.0,6270.0
OUT_L1_P004033_7,outbound,P004033,C1,6270.0,6336.0
R_L1_P004599_P005209_90,relocate,P005209,C1,6336.0,6402.0
R_L1_P004599_P004915_91,relocate,P004915,C1,6402.0,6468.0
R_L1_P004599_P001440_92,relocate,P001440,C1,6468.0,6534.0
OUT_L1_P004599_8,outbound,P004599,C1,6534.0,6600.0
R_L1_P005012_P002671_93,relocate,P002671,C1,6600.0,6666.0
R_L1_P005012_P005257_94,relocate,P005257,C1,6666.0,6732.0
R_L1_P005012_P009367_95,relocate,P009367,C1,6732.0,6798.0
R_L1_P005012_P002266_96,relocate,P002266,C1,6798.0,6864.0
R_L1_P005012_P005224_97,relocate,P005224,C1,6864.0,6930.0
R_L1_P005012_P000032_98,relocate,P000032,C1,6930.0,6996.0
R_L1_P005012_P008553_99,relocate,P008553,C1,6996.0,7062.0
R_L1_P005012_P002866_100,relocate,P002866,C1,7062.0,7128.0
R_L1_P005012_P007727_101,relocate,P007727,C1,7128.0,7194.0
R_L1_P005012_P008247_102,relocate,P008247,C1,7194.0,7260.0
R_L1_P005012_P005086_103,relocate,P005086,C1,7260.0,7326.0
R_L1_P005012_P007602_104,relocate,P007602,C1,7326.0,7392.0
R_L1_P005012_P003822_105,relocate,P003822,C1,7392.0,7458.0
R_L1_P005012_P001123_106,relocate,P001123,C1,7458.0,7524.0
R_L1_P005012_P000869_107,relocate,P000869,C1,7524.0,7590.0
R_L1_P005012_P005986_108,relocate,P005986,C1,7590.0,7656.0
R_L1_P005012_P002081_109,relocate,P002081,C1,7656.0,7722.0
R_L1_P005012_P009607_110,relocate,P009607,C1,7722.0,7788.0
R_L1_P005012_P001973_111,relocate,P001973,C1,7788.0,7854.0
R_L1_P005012_P006768_112,relocate,P006768,C1,7854.0,7920.0
OUT_L1_P005012_9,outbound,P005012,C1,7920.0,7986.0
R_L1_P005210_P007080_113,relocate,P007080,C1,7986.0,8052.0
R_L1_P005210_P001581_114,relocate,P001581,C1,8052.0,8118.0
R_L1_P005210_P004274_115,relocate,P004274,C1,8118.0,8184.0
R_L1_P005210_P008436_116,relocate,P008436,C1,8184.0,8250.0
R_L1_P005210_P008009_117,relocate,P008009,C1,8250.0,8316.0
R_L1_P005210_P007045_118,relocate,P007045,C1,8316.0,8382.0
R_L1_P005210_P004380_119,relocate,P004380,C1,8382.0,8448.0
R_L1_P005210_P003039_120,relocate,P003039,C1,8448.0,8514.0
R_L1_P005210_P001278_121,relocate,P001278,C1,8514.0,8580.0
R_L1_P005210_P006827_122,relocate,P006827,C1,8580.0,8646.0
R_L1_P005210_P002600_123,relocate,P002600,C1,8646.0,8712.0
R_L1_P005210_P000803_124,relocate,P000803,C1,8712.0,8778.0
R_L1_P005210_P002449_125,relocate,P002449,C1,8778.0,8844.0
R_L1_P005210_P006499_126,relocate,P006499,C1,8844.0,8910.0
OUT_L1_P005210_10,outbound,P005210,C1,8910.0,8976.0
R_L1_P002973_P002325_127,relocate,P002325,C1,8976.0,9042.0
R_L1_P002973_P003746_128,relocate,P003746,C1,9042.0,9108.0
R_L1_P002973_P006410_129,relocate,P006410,C1,9108.0,9174.0
R_L1_P002973_P003582_130,relocate,P003582,C1,9174.0,9240.0
OUT_L1_P002973_11,outbound,P002973,C1,9240.0,9306.0
R_L1_P006981_P009617_131,relocate,P009617,C1,9306.0,9372.0
R_L1_P006981_P005059_132,relocate,P005059,C1,9372.0,9438.0
R_L1_P006981_P005428_133,relocate,P005428,C1,9438.0,9504.0
R_L1_P006981_P005085_134,relocate,P005085,C1,9504.0,9570.0
R_L1_P006981_P001026_135,relocate,P001026,C1,9570.0,9636.0
R_L1_P006981_P008617_136,relocate,P008617,C1,9636.0,9702.0
R_L1_P006981_P009317_137,relocate,P009317,C1,9702.0,9768.0
R_L1_P006981_P006511_138,relocate,P006511,C1,9768.0,9834.0
R_L1_P006981_P000521_139,relocate,P000521,C1,9834.0,9900.0
R_L1_P006981_P006943_140,relocate,P006943,C1,9900.0,9966.0
R_L1_P006981_P004558_141,relocate,P004558,C1,9966.0,10032.0
R_L1_P006981_P001529_142,relocate,P001529,C1,10032.0,10098.0
R_L1_P006981_P006309_143,relocate,P006309,C1,10098.0,10164.0
OUT_L1_P006981_12,outbound,P006981,C1,10164.0,10230.0
R_L1_P000228_P000734_144,relocate,P000734,C1,10230.0,10296.0
R_L1_P000228_P001843_145,relocate,P001843,C1,10296.0,10362.0
R_L1_P000228_P002342_146,relocate,P002342,C1,10362.0,10428.0
R_L1_P000228_P000822_147,relocate,P000822,C1,10428.0,10494.0
R_L1_P000228_P002778_148,relocate,P002778,C1,10494.0,10560.0
R_L1_P000228_P001607_149,relocate,P001607,C1,10560.0,10626.0
R_L1_P000228_P001997_150,relocate,P001997,C1,10626.0,10692.0
R_L1_P000228_P005845_151,relocate,P005845,C1,10692.0,10758.0
OUT_L1_P000228_13,outbound,P000228,C1,10758.0,10824.0
R_L1_P008064_P008504_152,relocate,P008504,C1,10824.0,10890.0
R_L1_P008064_P004772_153,relocate,P004772,C1,10890.0,10956.0
R_L1_P008064_P009022_154,relocate,P009022,C1,10956.0,11022.0
R_L1_P008064_P005677_155,relocate,P005677,C1,11022.0,11088.0
R_L1_P008064_P004749_156,relocate,P004749,C1,11088.0,11154.0
R_L1_P008064_P000242_157,relocate,P000242,C1,11154.0,11220.0
R_L1_P008064_P009350_158,relocate,P009350,C1,11220.0,11286.0
OUT_L1_P008064_14,outbound,P008064,C1,11286.0,11352.0
R_L1_P006688_P007921_159,relocate,P007921,C1,11352.0,11418.0
R_L1_P006688_P008978_160,relocate,P008978,C1,11418.0,11484.0
R_L1_P006688_P005724_161,relocate,P005724,C1,11484.0,11550.0
OUT_L1_P006688_15,outbound,P006688,C1,11550.0,11616.0
R_L1_P008439_P001415_162,relocate,P001415,C1,11616.0,11682.0
R_L1_P008439_P006537_163,relocate,P006537,C1,11682.0,11748.0
R_L1_P008439_P004695_164,relocate,P004695,C1,11748.0,11814.0
R_L1_P008439_P008431_165,relocate,P008431,C1,11814.0,11880.0
R_L1_P008439_P006595_166,relocate,P006595,C1,11880.0,11946.0
R_L1_P008439_P008693_167,relocate,P008693,C1,11946.0,12012.0
R_L1_P008439_P005474_168,relocate,P005474,C1,12012.0,12078.0
R_L1_P008439_P002616_169,relocate,P002616,C1,12078.0,12144.0
R_L1_P008439_P007958_170,relocate,P007958,C1,12144.0,12210.0
R_L1_P008439_P002531_171,relocate,P002531,C1,12210.0,12276.0
R_L1_P008439_P008215_172,relocate,P008215,C1,12276.0,12342.0
R_L1_P008439_P000560_173,relocate,P000560,C1,12342.0,12408.0
R_L1_P008439_P005625_174,relocate,P005625,C1,12408.0,12474.0
R_L1_P008439_P003041_175,relocate,P003041,C1,12474.0,12540.0
R_L1_P008439_P009828_176,relocate,P009828,C1,12540.0,12606.0
R_L1_P008439_P004764_177,relocate,P004764,C1,12606.0,12672.0
R_L1_P008439_P004057_178,relocate,P004057,C1,12672.0,12738.0
R_L1_P008439_P001563_179,relocate,P001563,C1,12738.0,12804.0
R_L1_P008439_P006307_180,relocate,P006307,C1,12804.0,12870.0
R_L1_P008439_P005111_181,relocate,P005111,C1,12870.0,12936.0
OUT_L1_P008439_16,outbound,P008439,C1,12936.0,13002.0
R_L1_P000180_P007818_182,relocate,P007818,C1,13002.0,13068.0
R_L1_P000180_P009466_183,relocate,P009466,C1,13068.0,13134.0
R_L1_P000180_P005187_184,relocate,P005187,C1,13134.0,13200.0
R_L1_P000180_P009062_185,relocate,P009062,C1,13200.0,13266.0
R_L1_P000180_P003265_186,relocate,P003265,C1,13266.0,13332.0
R_L1_P000180_P008851_187,relocate,P008851,C1,13332.0,13398.0
R_L1_P000180_P001812_188,relocate,P001812,C1,13398.0,13464.0
R_L1_P000180_P006867_189,relocate,P006867,C1,13464.0,13530.0
R_L1_P000180_P005965_190,relocate,P005965,C1,13530.0,13596.0
R_L1_P000180_P007267_191,relocate,P007267,C1,13596.0,13662.0
R_L1_P000180_P001891_192,relocate,P001891,C1,13662.0,13728.0
R_L1_P000180_P005038_193,relocate,P005038,C1,13728.0,13794.0
R_L1_P000180_P002486_194,relocate,P002486,C1,13794.0,13860.0
R_L1_P000180_P004538_195,relocate,P004538,C1,13860.0,13926.0
R_L1_P000180_P007204_196,relocate,P007204,C1,13926.0,13992.0
R_L1_P000180_P004502_197,relocate,P004502,C1,13992.0,14058.0
R_L1_P000180_P001880_198,relocate,P001880,C1,14058.0,14124.0
R_L1_P000180_P009011_199,relocate,P009011,C1,14124.0,14190.0
R_L1_P000180_P001153_200,relocate,P001153,C1,14190.0,14256.0
R_L1_P000180_P005900_201,relocate,P005900,C1,14256.0,14322.0
OUT_L1_P000180_17,outbound,P000180,C1,14322.0,14388.0
R_L1_P005134_P006060_202,relocate,P006060,C1,14388.0,14454.0
R_L1_P005134_P009095_203,relocate,P009095,C1,14454.0,14520.0
R_L1_P005134_P003985_204,relocate,P003985,C1,14520.0,14586.0
R_L1_P005134_P006702_205,relocate,P006702,C1,14586.0,14652.0
R_L1_P005134_P000723_206,relocate,P000723,C1,14652.0,14718.0
R_L1_P005134_P001263_207,relocate,P001263,C1,14718.0,14784.0
OUT_L1_P005134_18,outbound,P005134,C1,14784.0,14850.0
R_L1_P008291_P009269_208,relocate,P009269,C1,14850.0,14916.0
R_L1_P008291_P009660_209,relocate,P009660,C1,14916.0,14982.0
R_L1_P008291_P007787_210,relocate,P007787,C1,14982.0,15048.0
R_L1_P008291_P002035_211,relocate,P002035,C1,15048.0,15114.0
OUT_L1_P008291_19,outbound,P008291,C1,15114.0,15180.0
R_L1_P009717_P000624_212,relocate,P000624,C1,15180.0,15246.0
R_L1_P009717_P005923_213,relocate,P005923,C1,15246.0,15312.0
R_L1_P009717_P009035_214,relocate,P009035,C1,15312.0,15378.0
R_L1_P009717_P002714_215,relocate,P002714,C1,15378.0,15444.0
R_L1_P009717_P003973_216,relocate,P003973,C1,15444.0,15510.0
R_L1_P009717_P001348_217,relocate,P001348,C1,15510.0,15576.0
R_L1_P009717_P001076_218,relocate,P001076,C1,15576.0,15642.0
R_L1_P009717_P005457_219,relocate,P005457,C1,15642.0,15708.0
R_L1_P009717_P002041_220,relocate,P002041,C1,15708.0,15774.0
OUT_L1_P009717_20,outbound,P009717,C1,15774.0,15840.0
R_L1_P007581_P008271_221,relocate,P008271,C1,15840.0,15906.0
R_L1_P007581_P003745_222,relocate,P003745,C1,15906.0,15972.0
R_L1_P007581_P000562_223,relocate,P000562,C1,15972.0,16038.0
R_L1_P007581_P005403_224,relocate,P005403,C1,16038.0,16104.0
R_L1_P007581_P005489_225,relocate,P005489,C1,16104.0,16170.0
R_L1_P007581_P003658_226,relocate,P003658,C1,16170.0,16236.0
R_L1_P007581_P004563_227,relocate,P004563,C1,16236.0,16302.0
R_L1_P007581_P007643_228,relocate,P007643,C1,16302.0,16368.0
R_L1_P007581_P002508_229,relocate,P002508,C1,16368.0,16434.0
OUT_L1_P007581_21,outbound,P007581,C1,16434.0,16500.0
R_L1_P007975_P008809_230,relocate,P008809,C1,16500.0,16566.0
R_L1_P007975_P003860_231,relocate,P003860,C1,16566.0,16632.0
R_L1_P007975_P005844_232,relocate,P005844,C1,16632.0,16698.0
R_L1_P007975_P006969_233,relocate,P006969,C1,16698.0,16764.0
R_L1_P007975_P009872_234,relocate,P009872,C1,16764.0,16830.0
R_L1_P007975_P005951_235,relocate,P005951,C1,16830.0,16896.0
R_L1_P007975_P007258_236,relocate,P007258,C1,16896.0,16962.0
R_L1_P007975_P009453_237,relocate,P009453,C1,16962.0,17028.0
OUT_L1_P007975_22,outbound,P007975,C1,17028.0,17094.0
OUT_L1_P000045_23,outbound,P000045,C1,17094.0,17160.0
R_L1_P005495_P001244_238,relocate,P001244,C1,17160.0,17226.0
R_L1_P005495_P007168_239,relocate,P007168,C1,17226.0,17292.0
R_L1_P005495_P004645_240,relocate,P004645,C1,17292.0,17358.0
R_L1_P005495_P003461_241,relocate,P003461,C1,17358.0,17424.0
R_L1_P005495_P005127_242,relocate,P005127,C1,17424.0,17490.0
R_L1_P005495_P003038_243,relocate,P003038,C1,17490.0,17556.0
R_L1_P005495_P003080_244,relocate,P003080,C1,17556.0,17622.0
R_L1_P005495_P003854_245,relocate,P003854,C1,17622.0,17688.0
R_L1_P005495_P000946_246,relocate,P000946,C1,17688.0,17754.0
R_L1_P005495_P002756_247,relocate,P002756,C1,17754.0,17820.0
R_L1_P005495_P001351_248,relocate,P001351,C1,17820.0,17886.0
R_L1_P005495_P001648_249,relocate,P001648,C1,17886.0,17952.0
OUT_L1_P005495_24,outbound,P005495,C1,17952.0,18018.0
R_L1_P003280_P005060_250,relocate,P005060,C1,18018.0,18084.0
R_L1_P003280_P001236_251,relocate,P001236,C1,18084.0,18150.0
R_L1_P003280_P001645_252,relocate,P001645,C1,18150.0,18216.0
R_L1_P003280_P002382_253,relocate,P002382,C1,18216.0,18282.0
R_L1_P003280_P007576_254,relocate,P007576,C1,18282.0,18348.0
R_L1_P003280_P008624_255,relocate,P008624,C1,18348.0,18414.0
OUT_L1_P003280_25,outbound,P003280,C1,18414.0,18480.0
R_L1_P002126_P000920_256,relocate,P000920,C1,18480.0,18546.0
R_L1_P002126_P007754_257,relocate,P007754,C1,18546.0,18612.0
R_L1_P002126_P005873_258,relocate,P005873,C1,18612.0,18678.0
R_L1_P002126_P008289_259,relocate,P008289,C1,18678.0,18744.0
R_L1_P002126_P007450_260,relocate,P007450,C1,18744.0,18810.0
R_L1_P002126_P006629_261,relocate,P006629,C1,18810.0,18876.0
R_L1_P002126_P002615_262,relocate,P002615,C1,18876.0,18942.0
R_L1_P002126_P000302_263,relocate,P000302,C1,18942.0,19008.0
R_L1_P002126_P004729_264,relocate,P004729,C1,19008.0,19074.0
R_L1_P002126_P002074_265,relocate,P002074,C1,19074.0,19140.0
OUT_L1_P002126_26,outbound,P002126,C1,19140.0,19206.0
R_L1_P003682_P000775_266,relocate,P000775,C1,19206.0,19272.0
R_L1_P003682_P000285_267,relocate,P000285,C1,19272.0,19338.0
R_L1_P003682_P008704_268,relocate,P008704,C1,19338.0,19404.0
R_L1_P003682_P002143_269,relocate,P002143,C1,19404.0,19470.0
R_L1_P003682_P007899_270,relocate,P007899,C1,19470.0,19536.0
R_L1_P003682_P001223_271,relocate,P001223,C1,19536.0,19602.0
R_L1_P003682_P009806_272,relocate,P009806,C1,19602.0,19668.0
R_L1_P003682_P005805_273,relocate,P005805,C1,19668.0,19734.0
R_L1_P003682_P006876_274,relocate,P006876,C1,19734.0,19800.0
R_L1_P003682_P003507_275,relocate,P003507,C1,19800.0,19866.0
R_L1_P003682_P006292_276,relocate,P006292,C1,19866.0,19932.0
R_L1_P003682_P001259_277,relocate,P001259,C1,19932.0,19998.0
R_L1_P003682_P008621_278,relocate,P008621,C1,19998.0,20064.0
R_L1_P003682_P007817_279,relocate,P007817,C1,20064.0,20130.0
OUT_L1_P003682_27,outbound,P003682,C1,20130.0,20196.0
R_L1_P007167_P002352_280,relocate,P002352,C1,20196.0,20262.0
R_L1_P007167_P000140_281,relocate,P000140,C1,20262.0,20328.0
OUT_L1_P007167_28,outbound,P007167,C1,20328.0,20394.0
R_L1_P001752_P009700_282,relocate,P009700,C1,20394.0,20460.0
R_L1_P001752_P008777_283,relocate,P008777,C1,20460.0,20526.0
R_L1_P001752_P003571_284,relocate,P003571,C1,20526.0,20592.0
R_L1_P001752_P007763_285,relocate,P007763,C1,20592.0,20658.0
R_L1_P001752_P004172_286,relocate,P004172,C1,20658.0,20724.0
R_L1_P001752_P005641_287,relocate,P005641,C1,20724.0,20790.0
R_L1_P001752_P000773_288,relocate,P000773,C1,20790.0,20856.0
OUT_L1_P001752_29,outbound,P001752,C1,20856.0,20922.0
R_L1_P004237_P006892_289,relocate,P006892,C1,20922.0,20988.0
R_L1_P004237_P003518_290,relocate,P003518,C1,20988.0,21054.0
R_L1_P004237_P006566_291,relocate,P006566,C1,21054.0,21120.0
R_L1_P004237_P008357_292,relocate,P008357,C1,21120.0,21186.0
R_L1_P004237_P005881_293,relocate,P005881,C1,21186.0,21252.0
R_L1_P004237_P008141_294,relocate,P008141,C1,21252.0,21318.0
R_L1_P004237_P008728_295,relocate,P008728,C1,21318.0,21384.0
R_L1_P004237_P006759_296,relocate,P006759,C1,21384.0,21450.0
R_L1_P004237_P000209_297,relocate,P000209,C1,21450.0,21516.0
R_L1_P004237_P007032_298,relocate,P007032,C1,21516.0,21582.0
R_L1_P004237_P001375_299,relocate,P001375,C1,21582.0,21648.0
R_L1_P004237_P005240_300,relocate,P005240,C1,21648.0,21714.0
R_L1_P004237_P005803_301,relocate,P005803,C1,21714.0,21780.0
OUT_L1_P004237_30,outbound,P004237,C1,21780.0,21846.0
R_L1_P006072_P002105_302,relocate,P002105,C1,21846.0,21912.0
OUT_L1_P006072_31,outbound,P006072,C1,21912.0,21978.0
R_L1_P007288_P007563_303,relocate,P007563,C1,21978.0,22044.0
R_L1_P007288_P002408_304,relocate,P002408,C1,22044.0,22110.0
R_L1_P007288_P000510_305,relocate,P000510,C1,22110.0,22176.0
R_L1_P007288_P004430_306,relocate,P004430,C1,22176.0,22242.0
R_L1_P007288_P003463_307,relocate,P003463,C1,22242.0,22308.0
R_L1_P007288_P007404_308,relocate,P007404,C1,22308.0,22374.0
R_L1_P007288_P004798_309,relocate,P004798,C1,22374.0,22440.0
R_L1_P007288_P002308_310,relocate,P002308,C1,22440.0,22506.0
R_L1_P007288_P005023_311,relocate,P005023,C1,22506.0,22572.0
R_L1_P007288_P009239_312,relocate,P009239,C1,22572.0,22638.0
R_L1_P007288_P009556_313,relocate,P009556,C1,22638.0,22704.0
R_L1_P007288_P005621_314,relocate,P005621,C1,22704.0,22770.0
R_L1_P007288_P003468_315,relocate,P003468,C1,22770.0,22836.0
R_L1_P007288_P001773_316,relocate,P001773,C1,22836.0,22902.0
OUT_L1_P007288_32,outbound,P007288,C1,22902.0,22968.0
R_L1_P003448_P005748_317,relocate,P005748,C1,22968.0,23034.0
R_L1_P003448_P002155_318,relocate,P002155,C1,23034.0,23100.0
R_L1_P003448_P008409_319,relocate,P008409,C1,23100.0,23166.0
R_L1_P003448_P004870_320,relocate,P004870,C1,23166.0,23232.0
R_L1_P003448_P007793_321,relocate,P007793,C1,23232.0,23298.0
R_L1_P003448_P007186_322,relocate,P007186,C1,23298.0,23364.0
R_L1_P003448_P001931_323,relocate,P001931,C1,23364.0,23430.0
R_L1_P003448_P006036_324,relocate,P006036,C1,23430.0,23496.0
R_L1_P003448_P006354_325,relocate,P006354,C1,23496.0,23562.0
R_L1_P003448_P004570_326,relocate,P004570,C1,23562.0,23628.0
R_L1_P003448_P004866_327,relocate,P004866,C1,23628.0,23694.0
R_L1_P003448_P000043_328,relocate,P000043,C1,23694.0,23760.0
R_L1_P003448_P008207_329,relocate,P008207,C1,23760.0,23826.0
R_L1_P003448_P009974_330,relocate,P009974,C1,23826.0,23892.0
OUT_L1_P003448_33,outbound,P003448,C1,23892.0,23958.0
R_L1_P002389_P003621_331,relocate,P003621,C1,23958.0,24024.0
R_L1_P002389_P001177_332,relocate,P001177,C1,24024.0,24090.0
R_L1_P002389_P007047_333,relocate,P007047,C1,24090.0,24156.0
R_L1_P002389_P005364_334,relocate,P005364,C1,24156.0,24222.0
R_L1_P002389_P004771_335,relocate,P004771,C1,24222.0,24288.0
R_L1_P002389_P005009_336,relocate,P005009,C1,24288.0,24354.0
R_L1_P002389_P004698_337,relocate,P004698,C1,24354.0,24420.0
R_L1_P002389_P000889_338,relocate,P000889,C1,24420.0,24486.0
R_L1_P002389_P001191_339,relocate,P001191,C1,24486.0,24552.0
OUT_L1_P002389_34,outbound,P002389,C1,24552.0,24618.0
R_L1_P002777_P004064_340,relocate,P004064,C1,24618.0,24684.0
R_L1_P002777_P009646_341,relocate,P009646,C1,24684.0,24750.0
R_L1_P002777_P002392_342,relocate,P002392,C1,24750.0,24816.0
R_L1_P002777_P003098_343,relocate,P003098,C1,24816.0,24882.0
R_L1_P002777_P005914_344,relocate,P005914,C1,24882.0,24948.0
R_L1_P002777_P004372_345,relocate,P004372,C1,24948.0,25014.0
R_L1_P002777_P009840_346,relocate,P009840,C1,25014.0,25080.0
OUT_L1_P002777_35,outbound,P002777,C1,25080.0,25146.0
R_L1_P005429_P004616_347,relocate,P004616,C1,25146.0,25212.0
R_L1_P005429_P000398_348,relocate,P000398,C1,25212.0,25278.0
R_L1_P005429_P008334_349,relocate,P008334,C1,25278.0,25344.0
R_L1_P005429_P000586_350,relocate,P000586,C1,25344.0,25410.0
R_L1_P005429_P002287_351,relocate,P002287,C1,25410.0,25476.0
R_L1_P005429_P007690_352,relocate,P007690,C1,25476.0,25542.0
R_L1_P005429_P006682_353,relocate,P006682,C1,25542.0,25608.0
R_L1_P005429_P006786_354,relocate,P006786,C1,25608.0,25674.0
R_L1_P005429_P002298_355,relocate,P002298,C1,25674.0,25740.0
