task_id,type,plate_id,crane_id,start_seconds,finish_seconds
R_L1_P001764_P002399_3649,relocate,P002399,C1,302148.0,302214.0
R_L1_P001764_P002049_3650,relocate,P002049,C1,302214.0,302280.0
R_L1_P001764_P005830_3651,relocate,P005830,C1,302280.0,302346.0
R_L1_P001764_P003092_3652,relocate,P003092,C1,302346.0,302412.0
OUT_L1_P001764_931,outbound,P001764,C1,302412.0,302478.0
R_L1_P004821_P003160_3653,relocate,P003160,C1,302478.0,302544.0
R_L1_P004821_P001643_3654,relocate,P001643,C1,302544.0,302610.0
R_L1_P004821_P004864_3655,relocate,P004864,C1,302610.0,302676.0
R_L1_P004821_P009347_3656,relocate,P009347,C1,302676.0,302742.0
R_L1_P004821_P008191_3657,relocate,P008191,C1,302742.0,302808.0
R_L1_P004821_P003892_3658,relocate,P003892,C1,302808.0,302874.0
R_L1_P004821_P004600_3659,relocate,P004600,C1,302874.0,302940.0
R_L1_P004821_P005099_3660,relocate,P005099,C1,302940.0,303006.0
R_L1_P004821_P001239_3661,relocate,P001239,C1,303006.0,303072.0
R_L1_P004821_P008780_3662,relocate,P008780,C1,303072.0,303138.0
OUT_L1_P004821_932,outbound,P004821,C1,303138.0,303204.0
R_L1_P002896_P009256_3663,relocate,P009256,C1,303204.0,303270.0
R_L1_P002896_P008303_3664,relocate,P008303,C1,303270.0,303336.0
R_L1_P002896_P003789_3665,relocate,P003789,C1,303336.0,303402.0
R_L1_P002896_P006247_3666,relocate,P006247,C1,303402.0,303468.0
R_L1_P002896_P004821_3667,relocate,P004821,C1,303468.0,303534.0
OUT_L1_P002896_933,outbound,P002896,C1,303534.0,303600.0
R_L1_P004262_P003841_3668,relocate,P003841,C1,303600.0,303666.0
R_L1_P004262_P002280_3669,relocate,P002280,C1,303666.0,303732.0
R_L1_P004262_P002896_3670,relocate,P002896,C1,303732.0,303798.0
OUT_L1_P004262_934,outbound,P004262,C1,303798.0,303864.0
R_L1_P006416_P004262_3671,relocate,P004262,C1,303864.0,303930.0
OUT_L1_P006416_935,outbound,P006416,C1,303930.0,303996.0
R_L1_P002982_P002785_3672,relocate,P002785,C1,303996.0,304062.0
R_L1_P002982_P008625_3673,relocate,P008625,C1,304062.0,304128.0
R_L1_P002982_P005093_3674,relocate,P005093,C1,304128.0,304194.0
R_L1_P002982_P009386_3675,relocate,P009386,C1,304194.0,304260.0
R_L1_P002982_P000964_3676,relocate,P000964,C1,304260.0,304326.0
R_L1_P002982_P008639_3677,relocate,P008639,C1,304326.0,304392.0
R_L1_P002982_P008731_3678,relocate,P008731,C1,304392.0,304458.0
R_L1_P002982_P008830_3679,relocate,P008830,C1,304458.0,304524.0
R_L1_P002982_P005472_3680,relocate,P005472,C1,304524.0,304590.0
R_L1_P002982_P000843_3681,relocate,P000843,C1,304590.0,304656.0
OUT_L1_P002982_936,outbound,P002982,C1,304656.0,304722.0
R_L1_P008796_P005484_3682,relocate,P005484,C1,304722.0,304788.0
R_L1_P008796_P000291_3683,relocate,P000291,C1,304788.0,304854.0
R_L1_P008796_P001938_3684,relocate,P001938,C1,304854.0,304920.0
R_L1_P008796_P002982_3685,relocate,P002982,C1,304920.0,304986.0
OUT_L1_P008796_937,outbound,P008796,C1,304986.0,305052.0
R_L1_P006353_P003451_3686,relocate,P003451,C1,305052.0,305118.0
R_L1_P006353_P008796_3687,relocate,P008796,C1,305118.0,305184.0
OUT_L1_P006353_938,outbound,P006353,C1,305184.0,305250.0
R_L1_P002531_P008215_3688,relocate,P008215,C1,305250.0,305316.0
R_L1_P002531_P000560_3689,relocate,P000560,C1,305316.0,305382.0
R_L1_P002531_P005625_3690,relocate,P005625,C1,305382.0,305448.0
R_L1_P002531_P003041_3691,relocate,P003041,C1,305448.0,305514.0
R_L1_P002531_P009828_3692,relocate,P009828,C1,305514.0,305580.0
R_L1_P002531_P004764_3693,relocate,P004764,C1,305580.0,305646.0
R_L1_P002531_P004057_3694,relocate,P004057,C1,305646.0,305712.0
R_L1_P002531_P001563_3695,relocate,P001563,C1,305712.0,305778.0
R_L1_P002531_P006307_3696,relocate,P006307,C1,305778.0,305844.0
R_L1_P002531_P005111_3697,relocate,P005111,C1,305844.0,305910.0
OUT_L1_P002531_939,outbound,P002531,C1,305910.0,305976.0
R_L1_P007958_P002531_3698,relocate,P002531,C1,305976.0,306042.0
OUT_L1_P007958_940,outbound,P007958,C1,306042.0,306108.0
R_L1_P008693_P005474_3699,relocate,P005474,C1,306108.0,306174.0
R_L1_P008693_P002616_3700,relocate,P002616,C1,306174.0,306240.0
R_L1_P008693_P007958_3701,relocate,P007958,C1,306240.0,306306.0
OUT_L1_P008693_941,outbound,P008693,C1,306306.0,306372.0
R_L1_P008431_P006595_3702,relocate,P006595,C1,306372.0,306438.0
R_L1_P008431_P008693_3703,relocate,P008693,C1,306438.0,306504.0
OUT_L1_P008431_942,outbound,P008431,C1,306504.0,306570.0
R_L1_P008439_P001415_3704,relocate,P001415,C1,306570.0,306636.0
R_L1_P008439_P006537_3705,relocate,P006537,C1,306636.0,306702.0
R_L1_P008439_P004695_3706,relocate,P004695,C1,306702.0,306768.0
R_L1_P008439_P008431_3707,relocate,P008431,C1,306768.0,306834.0
OUT_L1_P008439_943,outbound,P008439,C1,306834.0,306900.0
R_L1_P002949_P007317_3708,relocate,P007317,C1,306900.0,306966.0
R_L1_P002949_P006837_3709,relocate,P006837,C1,306966.0,307032.0
R_L1_P002949_P001082_3710,relocate,P001082,C1,307032.0,307098.0
R_L1_P002949_P000757_3711,relocate,P000757,C1,307098.0,307164.0
R_L1_P002949_P000939_3712,relocate,P000939,C1,307164.0,307230.0
R_L1_P002949_P007117_3713,relocate,P007117,C1,307230.0,307296.0
R_L1_P002949_P003814_3714,relocate,P003814,C1,307296.0,307362.0
R_L1_P002949_P001087_3715,relocate,P001087,C1,307362.0,307428.0
R_L1_P002949_P003925_3716,relocate,P003925,C1,307428.0,307494.0
R_L1_P002949_P002492_3717,relocate,P002492,C1,307494.0,307560.0
OUT_L1_P002949_944,outbound,P002949,C1,307560.0,307626.0
R_L1_P000037_P003850_3718,relocate,P003850,C1,307626.0,307692.0
R_L1_P000037_P000886_3719,relocate,P000886,C1,307692.0,307758.0
R_L1_P000037_P008900_3720,relocate,P008900,C1,307758.0,307824.0
R_L1_P000037_P002949_3721,relocate,P002949,C1,307824.0,307890.0
OUT_L1_P000037_945,outbound,P000037,C1,307890.0,307956.0
R_L1_P000403_P002454_3722,relocate,P002454,C1,307956.0,308022.0
R_L1_P000403_P005425_3723,relocate,P005425,C1,308022.0,308088.0
R_L1_P000403_P007407_3724,relocate,P007407,C1,308088.0,308154.0
R_L1_P000403_P008768_3725,relocate,P008768,C1,308154.0,308220.0
R_L1_P000403_P008733_3726,relocate,P008733,C1,308220.0,308286.0
R_L1_P000403_P006858_3727,relocate,P006858,C1,308286.0,308352.0
R_L1_P000403_P007072_3728,relocate,P007072,C1,308352.0,308418.0
R_L1_P000403_P003808_3729,relocate,P003808,C1,308418.0,308484.0
R_L1_P000403_P000699_3730,relocate,P000699,C1,308484.0,308550.0
R_L1_P000403_P001162_3731,relocate,P001162,C1,308550.0,308616.0
OUT_L1_P000403_946,outbound,P000403,C1,308616.0,308682.0
R_L1_P001038_P002215_3732,relocate,P002215,C1,308682.0,308748.0
R_L1_P001038_P001989_3733,relocate,P001989,C1,308748.0,308814.0
R_L1_P001038_P006987_3734,relocate,P006987,C1,308814.0,308880.0
R_L1_P001038_P004859_3735,relocate,P004859,C1,308880.0,308946.0
R_L1_P001038_P000052_3736,relocate,P000052,C1,308946.0,309012.0
R_L1_P001038_P008996_3737,relocate,P008996,C1,309012.0,309078.0
R_L1_P001038_P004060_3738,relocate,P004060,C1,309078.0,309144.0
R_L1_P001038_P009732_3739,relocate,P009732,C1,309144.0,309210.0
R_L1_P001038_P000403_3740,relocate,P000403,C1,309210.0,309276.0
OUT_L1_P001038_947,outbound,P001038,C1,309276.0,309342.0
R_L1_P009131_P001038_3741,relocate,P001038,C1,309342.0,309408.0
OUT_L1_P009131_948,outbound,P009131,C1,309408.0,309474.0
R_L1_P008713_P004704_3742,relocate,P004704,C1,309474.0,309540.0
R_L1_P008713_P005103_3743,relocate,P005103,C1,309540.0,309606.0
R_L1_P008713_P001498_3744,relocate,P001498,C1,309606.0,309672.0
R_L1_P008713_P005163_3745,relocate,P005163,C1,309672.0,309738.0
R_L1_P008713_P001251_3746,relocate,P001251,C1,309738.0,309804.0
R_L1_P008713_P001858_3747,relocate,P001858,C1,309804.0,309870.0
R_L1_P008713_P002844_3748,relocate,P002844,C1,309870.0,309936.0
R_L1_P008713_P000265_3749,relocate,P000265,C1,309936.0,310002.0
R_L1_P008713_P005634_3750,relocate,P005634,C1,310002.0,310068.0
R_L1_P008713_P001510_3751,relocate,P001510,C1,310068.0,310134.0
OUT_L1_P008713_949,outbound,P008713,C1,310134.0,310200.0
R_L1_P000959_P003357_3752,relocate,P003357,C1,310200.0,310266.0
R_L1_P000959_P001138_3753,relocate,P001138,C1,310266.0,310332.0
R_L1_P000959_P009674_3754,relocate,P009674,C1,310332.0,310398.0
R_L1_P000959_P004852_3755,relocate,P004852,C1,310398.0,310464.0
R_L1_P000959_P004546_3756,relocate,P004546,C1,310464.0,310530.0
R_L1_P000959_P009909_3757,relocate,P009909,C1,310530.0,310596.0
R_L1_P000959_P000622_3758,relocate,P000622,C1,310596.0,310662.0
R_L1_P000959_P003802_3759,relocate,P003802,C1,310662.0,310728.0
R_L1_P000959_P006922_3760,relocate,P006922,C1,310728.0,310794.0
R_L1_P000959_P006274_3761,relocate,P006274,C1,310794.0,310860.0
OUT_L1_P000959_950,outbound,P000959,C1,310860.0,310926.0
R_L1_P001940_P009759_3762,relocate,P009759,C1,310926.0,310992.0
R_L1_P001940_P004745_3763,relocate,P004745,C1,310992.0,311058.0
R_L1_P001940_P000959_3764,relocate,P000959,C1,311058.0,311124.0
OUT_L1_P001940_951,outbound,P001940,C1,311124.0,311190.0
R_L1_P004365_P005577_3765,relocate,P005577,C1,311190.0,311256.0
R_L1_P004365_P006484_3766,relocate,P006484,C1,311256.0,311322.0
R_L1_P004365_P007498_3767,relocate,P007498,C1,311322.0,311388.0
R_L1_P004365_P009915_3768,relocate,P009915,C1,311388.0,311454.0
R_L1_P004365_P008423_3769,relocate,P008423,C1,311454.0,311520.0
R_L1_P004365_P000509_3770,relocate,P000509,C1,311520.0,311586.0
R_L1_P004365_P009090_3771,relocate,P009090,C1,311586.0,311652.0
R_L1_P004365_P001222_3772,relocate,P001222,C1,311652.0,311718.0
R_L1_P004365_P007846_3773,relocate,P007846,C1,311718.0,311784.0
R_L1_P004365_P000519_3774,relocate,P000519,C1,311784.0,311850.0
OUT_L1_P004365_952,outbound,P004365,C1,311850.0,311916.0
R_L1_P006127_P000563_3775,relocate,P000563,C1,311916.0,311982.0
R_L1_P006127_P006048_3776,relocate,P006048,C1,311982.0,312048.0
R_L1_P006127_P002200_3777,relocate,P002200,C1,312048.0,312114.0
R_L1_P006127_P007784_3778,relocate,P007784,C1,312114.0,312180.0
R_L1_P006127_P002657_3779,relocate,P002657,C1,312180.0,312246.0
R_L1_P006127_P003517_3780,relocate,P003517,C1,312246.0,312312.0
R_L1_P006127_P001864_3781,relocate,P001864,C1,312312.0,312378.0
R_L1_P006127_P004365_3782,relocate,P004365,C1,312378.0,312444.0
OUT_L1_P006127_953,outbound,P006127,C1,312444.0,312510.0
R_L1_P008192_P009893_3783,relocate,P009893,C1,312510.0,312576.0
R_L1_P008192_P005902_3784,relocate,P005902,C1,312576.0,312642.0
R_L1_P008192_P002966_3785,relocate,P002966,C1,312642.0,312708.0
R_L1_P008192_P001556_3786,relocate,P001556,C1,312708.0,312774.0
R_L1_P008192_P005272_3787,relocate,P005272,C1,312774.0,312840.0
R_L1_P008192_P004437_3788,relocate,P004437,C1,312840.0,312906.0
R_L1_P008192_P009501_3789,relocate,P009501,C1,312906.0,312972.0
R_L1_P008192_P008194_3790,relocate,P008194,C1,312972.0,313038.0
R_L1_P008192_P003767_3791,relocate,P003767,C1,313038.0,313104.0
R_L1_P008192_P003137_3792,relocate,P003137,C1,313104.0,313170.0
OUT_L1_P008192_954,outbound,P008192,C1,313170.0,313236.0
R_L1_P009427_P000976_3793,relocate,P000976,C1,313236.0,313302.0
R_L1_P009427_P001472_3794,relocate,P001472,C1,313302.0,313368.0
R_L1_P009427_P004724_3795,relocate,P004724,C1,313368.0,313434.0
R_L1_P009427_P008829_3796,relocate,P008829,C1,313434.0,313500.0
R_L1_P009427_P005555_3797,relocate,P005555,C1,313500.0,313566.0
R_L1_P009427_P003295_3798,relocate,P003295,C1,313566.0,313632.0
R_L1_P009427_P006299_3799,relocate,P006299,C1,313632.0,313698.0
R_L1_P009427_P004634_3800,relocate,P004634,C1,313698.0,313764.0
R_L1_P009427_P001447_3801,relocate,P001447,C1,313764.0,313830.0
R_L1_P009427_P009304_3802,relocate,P009304,C1,313830.0,313896.0
OUT_L1_P009427_955,outbound,P009427,C1,313896.0,313962.0
R_L1_P008921_P003294_3803,relocate,P003294,C1,313962.0,314028.0
R_L1_P008921_P006992_3804,relocate,P006992,C1,314028.0,314094.0
R_L1_P008921_P006711_3805,relocate,P006711,C1,314094.0,314160.0
R_L1_P008921_P001629_3806,relocate,P001629,C1,314160.0,314226.0
R_L1_P008921_P009427_3807,relocate,P009427,C1,314226.0,314292.0
OUT_L1_P008921_956,outbound,P008921,C1,314292.0,314358.0
R_L1_P005757_P009919_3808,relocate,P009919,C1,314358.0,314424.0
R_L1_P005757_P005178_3809,relocate,P005178,C1,314424.0,314490.0
R_L1_P005757_P002872_3810,relocate,P002872,C1,314490.0,314556.0
R_L1_P005757_P004961_3811,relocate,P004961,C1,314556.0,314622.0
R_L1_P005757_P009693_3812,relocate,P009693,C1,314622.0,314688.0
R_L1_P005757_P004919_3813,relocate,P004919,C1,314688.0,314754.0
R_L1_P005757_P000422_3814,relocate,P000422,C1,314754.0,314820.0
R_L1_P005757_P008304_3815,relocate,P008304,C1,314820.0,314886.0
R_L1_P005757_P003629_3816,relocate,P003629,C1,314886.0,314952.0
R_L1_P005757_P000954_3817,relocate,P000954,C1,314952.0,315018.0
OUT_L1_P005757_957,outbound,P005757,C1,315018.0,315084.0
R_L1_P008988_P000695_3818,relocate,P000695,C1,315084.0,315150.0
R_L1_P008988_P009961_3819,relocate,P009961,C1,315150.0,315216.0
R_L1_P008988_P005757_3820,relocate,P005757,C1,315216.0,315282.0
OUT_L1_P008988_958,outbound,P008988,C1,315282.0,315348.0
R_L1_P002918_P007067_3821,relocate,P007067,C1,315348.0,315414.0
R_L1_P002918_P000888_3822,relocate,P000888,C1,315414.0,315480.0
R_L1_P002918_P003673_3823,relocate,P003673,C1,315480.0,315546.0
R_L1_P002918_P000321_3824,relocate,P000321,C1,315546.0,315612.0
R_L1_P002918_P002604_3825,relocate,P002604,C1,315612.0,315678.0
R_L1_P002918_P008988_3826,relocate,P008988,C1,315678.0,315744.0
OUT_L1_P002918_959,outbound,P002918,C1,315744.0,315810.0
R_L1_P000621_P006962_3827,relocate,P006962,C1,315810.0,315876.0
R_L1_P000621_P001601_3828,relocate,P001601,C1,315876.0,315942.0
R_L1_P000621_P003304_3829,relocate,P003304,C1,315942.0,316008.0
R_L1_P000621_P000552_3830,relocate,P000552,C1,316008.0,316074.0
R_L1_P000621_P008453_3831,relocate,P008453,C1,316074.0,316140.0
R_L1_P000621_P006264_3832,relocate,P006264,C1,316140.0,316206.0
R_L1_P000621_P005261_3833,relocate,P005261,C1,316206.0,316272.0
R_L1_P000621_P001058_3834,relocate,P001058,C1,316272.0,316338.0
R_L1_P000621_P003005_3835,relocate,P003005,C1,316338.0,316404.0
R_L1_P000621_P004176_3836,relocate,P004176,C1,316404.0,316470.0
OUT_L1_P000621_960,outbound,P000621,C1,316470.0,316536.0
R_L1_P005841_P007660_3837,relocate,P007660,C1,316536.0,316602.0
R_L1_P005841_P002928_3838,relocate,P002928,C1,316602.0,316668.0
R_L1_P005841_P009162_3839,relocate,P009162,C1,316668.0,316734.0
R_L1_P005841_P002284_3840,relocate,P002284,C1,316734.0,316800.0
R_L1_P005841_P004748_3841,relocate,P004748,C1,316800.0,316866.0
R_L1_P005841_P004838_3842,relocate,P004838,C1,316866.0,316932.0
R_L1_P005841_P005232_3843,relocate,P005232,C1,316932.0,316998.0
R_L1_P005841_P007408_3844,relocate,P007408,C1,316998.0,317064.0
R_L1_P005841_P000621_3845,relocate,P000621,C1,317064.0,317130.0
OUT_L1_P005841_961,outbound,P005841,C1,317130.0,317196.0
R_L1_P003729_P004943_3846,relocate,P004943,C1,317196.0,317262.0
R_L1_P003729_P006720_3847,relocate,P006720,C1,317262.0,317328.0
R_L1_P003729_P001086_3848,relocate,P001086,C1,317328.0,317394.0
R_L1_P003729_P007868_3849,relocate,P007868,C1,317394.0,317460.0
R_L1_P003729_P008539_3850,relocate,P008539,C1,317460.0,317526.0
R_L1_P003729_P002318_3851,relocate,P002318,C1,317526.0,317592.0
R_L1_P003729_P006995_3852,relocate,P006995,C1,317592.0,317658.0
R_L1_P003729_P009892_3853,relocate,P009892,C1,317658.0,317724.0
R_L1_P003729_P001506_3854,relocate,P001506,C1,317724.0,317790.0
R_L1_P003729_P007054_3855,relocate,P007054,C1,317790.0,317856.0
OUT_L1_P003729_962,outbound,P003729,C1,317856.0,317922.0
R_L1_P000425_P007459_3856,relocate,P007459,C1,317922.0,317988.0
R_L1_P000425_P000119_3857,relocate,P000119,C1,317988.0,318054.0
R_L1_P000425_P006635_3858,relocate,P006635,C1,318054.0,318120.0
R_L1_P000425_P005218_3859,relocate,P005218,C1,318120.0,318186.0
R_L1_P000425_P003721_3860,relocate,P003721,C1,318186.0,318252.0
R_L1_P000425_P003729_3861,relocate,P003729,C1,318252.0,318318.0
OUT_L1_P000425_963,outbound,P000425,C1,318318.0,318384.0
R_L1_P000160_P007949_3862,relocate,P007949,C1,318384.0,318450.0
R_L1_P000160_P009051_3863,relocate,P009051,C1,318450.0,318516.0
R_L1_P000160_P001797_3864,relocate,P001797,C1,318516.0,318582.0
R_L1_P000160_P004940_3865,relocate,P004940,C1,318582.0,318648.0
R_L1_P000160_P006730_3866,relocate,P006730,C1,318648.0,318714.0
R_L1_P000160_P008552_3867,relocate,P008552,C1,318714.0,318780.0
R_L1_P000160_P008594_3868,relocate,P008594,C1,318780.0,318846.0
R_L1_P000160_P008573_3869,relocate,P008573,C1,318846.0,318912.0
R_L1_P000160_P001130_3870,relocate,P001130,C1,318912.0,318978.0
R_L1_P000160_P002681_3871,relocate,P002681,C1,318978.0,319044.0
OUT_L1_P000160_964,outbound,P000160,C1,319044.0,319110.0
R_L1_P009087_P006164_3872,relocate,P006164,C1,319110.0,319176.0
R_L1_P009087_P001500_3873,relocate,P001500,C1,319176.0,319242.0
R_L1_P009087_P009749_3874,relocate,P009749,C1,319242.0,319308.0
R_L1_P009087_P009777_3875,relocate,P009777,C1,319308.0,319374.0
R_L1_P009087_P000326_3876,relocate,P000326,C1,319374.0,319440.0
R_L1_P009087_P009522_3877,relocate,P009522,C1,319440.0,319506.0
R_L1_P009087_P000160_3878,relocate,P000160,C1,319506.0,319572.0
OUT_L1_P009087_965,outbound,P009087,C1,319572.0,319638.0
R_L1_P001053_P009994_3879,relocate,P009994,C1,319638.0,319704.0
R_L1_P001053_P002688_3880,relocate,P002688,C1,319704.0,319770.0
R_L1_P001053_P001190_3881,relocate,P001190,C1,319770.0,319836.0
R_L1_P001053_P008684_3882,relocate,P008684,C1,319836.0,319902.0
R_L1_P001053_P007873_3883,relocate,P007873,C1,319902.0,319968.0
R_L1_P001053_P009002_3884,relocate,P009002,C1,319968.0,320034.0
R_L1_P001053_P007082_3885,relocate,P007082,C1,320034.0,320100.0
R_L1_P001053_P001385_3886,relocate,P001385,C1,320100.0,320166.0
R_L1_P001053_P008070_3887,relocate,P008070,C1,320166.0,320232.0
R_L1_P001053_P000546_3888,relocate,P000546,C1,320232.0,320298.0
OUT_L1_P001053_966,outbound,P001053,C1,320298.0,320364.0
R_L1_P001882_P007298_3889,relocate,P007298,C1,320364.0,320430.0
R_L1_P001882_P006617_3890,relocate,P006617,C1,320430.0,320496.0
R_L1_P001882_P007434_3891,relocate,P007434,C1,320496.0,320562.0
R_L1_P001882_P003109_3892,relocate,P003109,C1,320562.0,320628.0
R_L1_P001882_P001262_3893,relocate,P001262,C1,320628.0,320694.0
R_L1_P001882_P006795_3894,relocate,P006795,C1,320694.0,320760.0
R_L1_P001882_P009469_3895,relocate,P009469,C1,320760.0,320826.0
R_L1_P001882_P001053_3896,relocate,P001053,C1,320826.0,320892.0
OUT_L1_P001882_967,outbound,P001882,C1,320892.0,320958.0
R_L1_P002126_P000920_3897,relocate,P000920,C1,320958.0,321024.0
R_L1_P002126_P007754_3898,relocate,P007754,C1,321024.0,321090.0
R_L1_P002126_P005873_3899,relocate,P005873,C1,321090.0,321156.0
R_L1_P002126_P008289_3900,relocate,P008289,C1,321156.0,321222.0
R_L1_P002126_P007450_3901,relocate,P007450,C1,321222.0,321288.0
R_L1_P002126_P006629_3902,relocate,P006629,C1,321288.0,321354.0
R_L1_P002126_P002615_3903,relocate,P002615,C1,321354.0,321420.0
R_L1_P002126_P000302_3904,relocate,P000302,C1,321420.0,321486.0
R_L1_P002126_P004729_3905,relocate,P004729,C1,321486.0,321552.0
R_L1_P002126_P002074_3906,relocate,P002074,C1,321552.0,321618.0
OUT_L1_P002126_968,outbound,P002126,C1,321618.0,321684.0
R_L1_P000258_P002384_3907,relocate,P002384,C1,321684.0,321750.0
R_L1_P000258_P009075_3908,relocate,P009075,C1,321750.0,321816.0
R_L1_P000258_P001749_3909,relocate,P001749,C1,321816.0,321882.0
R_L1_P000258_P003175_3910,relocate,P003175,C1,321882.0,321948.0
R_L1_P000258_P001462_3911,relocate,P001462,C1,321948.0,322014.0
R_L1_P000258_P008151_3912,relocate,P008151,C1,322014.0,322080.0
R_L1_P000258_P002329_3913,relocate,P002329,C1,322080.0,322146.0
R_L1_P000258_P002161_3914,relocate,P002161,C1,322146.0,322212.0
R_L1_P000258_P006836_3915,relocate,P006836,C1,322212.0,322278.0
R_L1_P000258_P002126_3916,relocate,P002126,C1,322278.0,322344.0
OUT_L1_P000258_969,outbound,P000258,C1,322344.0,322410.0
R_L1_P005588_P005341_3917,relocate,P005341,C1,322410.0,322476.0
R_L1_P005588_P005568_3918,relocate,P005568,C1,322476.0,322542.0
R_L1_P005588_P008935_3919,relocate,P008935,C1,322542.0,322608.0
R_L1_P005588_P002921_3920,relocate,P002921,C1,322608.0,322674.0
R_L1_P005588_P000827_3921,relocate,P000827,C1,322674.0,322740.0
R_L1_P005588_P009253_3922,relocate,P009253,C1,322740.0,322806.0
R_L1_P005588_P000229_3923,relocate,P000229,C1,322806.0,322872.0
R_L1_P005588_P006909_3924,relocate,P006909,C1,322872.0,322938.0
R_L1_P005588_P007567_3925,relocate,P007567,C1,322938.0,323004.0
R_L1_P005588_P008529_3926,relocate,P008529,C1,323004.0,323070.0
OUT_L1_P005588_970,outbound,P005588,C1,323070.0,323136.0
R_L1_P003608_P008627_3927,relocate,P008627,C1,323136.0,323202.0
R_L1_P003608_P005928_3928,relocate,P005928,C1,323202.0,323268.0
R_L1_P003608_P000308_3929,relocate,P000308,C1,323268.0,323334.0
R_L1_P003608_P007621_3930,relocate,P007621,C1,323334.0,323400.0
R_L1_P003608_P009973_3931,relocate,P009973,C1,323400.0,323466.0
R_L1_P003608_P005915_3932,relocate,P005915,C1,323466.0,323532.0
R_L1_P003608_P005499_3933,relocate,P005499,C1,323532.0,323598.0
R_L1_P003608_P008607_3934,relocate,P008607,C1,323598.0,323664.0
R_L1_P003608_P003178_3935,relocate,P003178,C1,323664.0,323730.0
R_L1_P003608_P007010_3936,relocate,P007010,C1,323730.0,323796.0
OUT_L1_P003608_971,outbound,P003608,C1,323796.0,323862.0
R_L1_P000103_P006779_3937,relocate,P006779,C1,323862.0,323928.0
R_L1_P000103_P009998_3938,relocate,P009998,C1,323928.0,323994.0
R_L1_P000103_P009275_3939,relocate,P009275,C1,323994.0,324060.0
R_L1_P000103_P006285_3940,relocate,P006285,C1,324060.0,324126.0
R_L1_P000103_P003322_3941,relocate,P003322,C1,324126.0,324192.0
R_L1_P000103_P007233_3942,relocate,P007233,C1,324192.0,324258.0
R_L1_P000103_P003622_3943,relocate,P003622,C1,324258.0,324324.0
R_L1_P000103_P005297_3944,relocate,P005297,C1,324324.0,324390.0
R_L1_P000103_P003623_3945,relocate,P003623,C1,324390.0,324456.0
R_L1_P000103_P005656_3946,relocate,P005656,C1,324456.0,324522.0
OUT_L1_P000103_972,outbound,P000103,C1,324522.0,324588.0
R_L1_P004641_P000279_3947,relocate,P000279,C1,324588.0,324654.0
R_L1_P004641_P005453_3948,relocate,P005453,C1,324654.0,324720.0
R_L1_P004641_P008254_3949,relocate,P008254,C1,324720.0,324786.0
R_L1_P004641_P009763_3950,relocate,P009763,C1,324786.0,324852.0
R_L1_P004641_P000103_3951,relocate,P000103,C1,324852.0,324918.0
OUT_L1_P004641_973,outbound,P004641,C1,324918.0,324984.0
R_L1_P009941_P009105_3952,relocate,P009105,C1,324984.0,325050.0
R_L1_P009941_P000830_3953,relocate,P000830,C1,325050.0,325116.0
R_L1_P009941_P005521_3954,relocate,P005521,C1,325116.0,325182.0
R_L1_P009941_P006936_3955,relocate,P006936,C1,325182.0,325248.0
R_L1_P009941_P004641_3956,relocate,P004641,C1,325248.0,325314.0
OUT_L1_P009941_974,outbound,P009941,C1,325314.0,325380.0
R_L1_P002874_P007743_3957,relocate,P007743,C1,325380.0,325446.0
R_L1_P002874_P008495_3958,relocate,P008495,C1,325446.0,325512.0
R_L1_P002874_P003929_3959,relocate,P003929,C1,325512.0,325578.0
R_L1_P002874_P003927_3960,relocate,P003927,C1,325578.0,325644.0
R_L1_P002874_P003201_3961,relocate,P003201,C1,325644.0,325710.0
R_L1_P002874_P001949_3962,relocate,P001949,C1,325710.0,325776.0
R_L1_P002874_P001956_3963,relocate,P001956,C1,325776.0,325842.0
R_L1_P002874_P001372_3964,relocate,P001372,C1,325842.0,325908.0
R_L1_P002874_P003651_3965,relocate,P003651,C1,325908.0,325974.0
R_L1_P002874_P001184_3966,relocate,P001184,C1,325974.0,326040.0
R_L1_P002874_P008911_3967,relocate,P008911,C1,326040.0,326106.0
OUT_L1_P002874_975,outbound,P002874,C1,326106.0,326172.0
R_L1_P007698_P006108_3968,relocate,P006108,C1,326172.0,326238.0
R_L1_P007698_P009923_3969,relocate,P009923,C1,326238.0,326304.0
R_L1_P007698_P001920_3970,relocate,P001920,C1,326304.0,326370.0
R_L1_P007698_P003825_3971,relocate,P003825,C1,326370.0,326436.0
R_L1_P007698_P001548_3972,relocate,P001548,C1,326436.0,326502.0
R_L1_P007698_P005138_3973,relocate,P005138,C1,326502.0,326568.0
R_L1_P007698_P008872_3974,relocate,P008872,C1,326568.0,326634.0
R_L1_P007698_P009193_3975,relocate,P009193,C1,326634.0,326700.0
R_L1_P007698_P009580_3976,relocate,P009580,C1,326700.0,326766.0
R_L1_P007698_P007002_3977,relocate,P007002,C1,326766.0,326832.0
R_L1_P007698_P007581_3978,relocate,P007581,C1,326832.0,326898.0
OUT_L1_P007698_976,outbound,P007698,C1,326898.0,326964.0
R_L1_P007924_P009673_3979,relocate,P009673,C1,326964.0,327030.0
R_L1_P007924_P009606_3980,relocate,P009606,C1,327030.0,327096.0
R_L1_P007924_P008977_3981,relocate,P008977,C1,327096.0,327162.0
R_L1_P007924_P001860_3982,relocate,P001860,C1,327162.0,327228.0
R_L1_P007924_P007731_3983,relocate,P007731,C1,327228.0,327294.0
