cutting_line_id,seq_no,plate_id,eta_seconds,start_seconds,finish_seconds
L1,423,P001132,200178.0,200178.0,200244.0
L1,424,P006664,200772.0,200772.0,200838.0
L1,425,P006366,200970.0,200970.0,201036.0
L1,426,P005925,201234.0,201234.0,201300.0
L1,427,P001324,201300.0,201300.0,201366.0
L1,428,P006815,201366.0,201366.0,201432.0
L1,429,P004825,201894.0,201894.0,201960.0
L1,430,P005379,202818.0,202818.0,202884.0
L1,431,P003864,203412.0,203412.0,203478.0
L1,432,P000608,203478.0,203478.0,203544.0
L1,433,P000640,203544.0,203544.0,203610.0
L1,434,P005290,204006.0,204006.0,204072.0
L1,435,P000862,204204.0,204204.0,204270.0
L1,436,P004759,204336.0,204336.0,204402.0
L1,437,P004528,204402.0,204402.0,204468.0
L1,438,P005690,204468.0,204468.0,204534.0
L1,439,P006017,205524.0,205524.0,205590.0
L1,440,P002891,205722.0,205722.0,205788.0
L1,441,P000111,205854.0,205854.0,205920.0
L1,442,P000716,206184.0,206184.0,206250.0
L1,443,P004566,206382.0,206382.0,206448.0
L1,444,P003149,206646.0,206646.0,206712.0
L1,445,P004709,207108.0,207108.0,207174.0
L1,446,P000195,208032.0,208032.0,208098.0
L1,447,P002110,208098.0,208098.0,208164.0
L1,448,P000687,208164.0,208164.0,208230.0
L1,449,P006812,208230.0,208230.0,208296.0
L1,450,P002568,208824.0,208824.0,208890.0
L1,451,P006951,209484.0,209484.0,209550.0
L1,452,P001742,209550.0,209550.0,209616.0
L1,453,P002282,210012.0,210012.0,210078.0
L1,454,P004999,210672.0,210672.0,210738.0
L1,455,P004377,211200.0,211200.0,211266.0
L1,456,P006891,211596.0,211596.0,211662.0
L1,457,P004071,212256.0,212256.0,212322.0
L1,458,P005400,212850.0,212850.0,212916.0
L1,459,P007275,213246.0,213246.0,213312.0
L1,460,P006092,213576.0,213576.0,213642.0
L1,461,P003262,213642.0,213642.0,213708.0
L1,462,P004556,213708.0,213708.0,213774.0
L1,463,P007002,213906.0,213906.0,213972.0
L1,464,P000594,214896.0,214896.0,214962.0
L1,465,P003390,214962.0,214962.0,215028.0
L1,466,P007149,215028.0,215028.0,215094.0
L1,467,P001390,215226.0,215226.0,215292.0
L1,468,P000940,215556.0,215556.0,215622.0
L1,469,P003280,215622.0,215622.0,215688.0
L1,470,P003349,215886.0,215886.0,215952.0
L1,471,P001461,216678.0,216678.0,216744.0
L1,472,P003249,217140.0,217140.0,217206.0
L1,473,P001386,217470.0,217470.0,217536.0
L1,474,P005563,217536.0,217536.0,217602.0
L1,475,P002239,217668.0,217668.0,217734.0
L1,476,P006273,218724.0,218724.0,218790.0
L1,477,P005547,218790.0,218790.0,218856.0
L1,478,P007324,219120.0,219120.0,219186.0
L1,479,P007206,219846.0,219846.0,219912.0
L1,480,P002832,219912.0,219912.0,219978.0
L1,481,P000778,220242.0,220242.0,220308.0
